Date,Price,Open,High,Low,Change %
"Nov 12, 2002",883.00,876.20,894.30,876.20,0.78%
"Nov 13, 2002",882.50,883.00,892.50,872.00,-0.06%
"Nov 14, 2002",904.30,882.50,904.30,882.50,2.47%
"Nov 15, 2002",909.80,904.30,910.20,895.40,0.61%
"Nov 18, 2002",900.40,909.80,915.90,899.50,-1.03%
"Nov 19, 2002",896.70,900.40,905.50,893.10,-0.41%
"Nov 20, 2002",914.10,896.70,915.00,894.90,1.94%
"Nov 21, 2002",933.80,914.10,935.10,914.10,2.16%
"Nov 22, 2002",930.50,933.80,937.30,928.40,-0.35%
"Nov 25, 2002",932.90,930.50,937.10,923.30,0.26%
"Nov 26, 2002",913.30,932.90,932.90,912.10,-2.10%
"Nov 27, 2002",938.90,913.30,940.40,913.30,2.80%
"Nov 29, 2002",936.30,938.90,941.80,935.60,-0.28%
"Dec 02, 2002",934.50,936.30,954.30,927.70,-0.19%
"Dec 03, 2002",920.80,934.50,934.50,918.70,-1.47%
"Dec 04, 2002",917.60,920.80,925.20,909.50,-0.35%
"Dec 05, 2002",906.50,917.60,921.50,905.90,-1.21%
"Dec 06, 2002",912.20,906.50,915.50,896.00,0.63%
"Dec 09, 2002",892.00,912.20,912.20,892.00,-2.21%
"Dec 10, 2002",904.50,892.00,905.00,892.00,1.40%
"Dec 11, 2002",905.00,904.50,909.90,896.50,0.06%
"Dec 12, 2002",901.60,905.00,908.40,897.00,-0.38%
"Dec 13, 2002",889.50,901.60,901.60,888.50,-1.34%
"Dec 16, 2002",910.40,889.50,910.40,889.50,2.35%
"Dec 17, 2002",903.00,910.40,911.20,901.70,-0.81%
"Dec 18, 2002",891.10,903.00,903.00,887.80,-1.32%
"Dec 19, 2002",884.20,890.00,899.20,880.30,-0.77%
"Dec 20, 2002",895.80,884.20,897.80,884.20,1.31%
"Dec 23, 2002",897.40,895.70,902.40,892.30,0.18%
"Dec 24, 2002",892.50,897.40,897.40,892.30,-0.55%
"Dec 26, 2002",889.70,892.50,903.90,887.50,-0.31%
"Dec 27, 2002",875.40,889.70,890.50,873.60,-1.61%
"Dec 30, 2002",879.40,875.40,882.10,870.20,0.46%
"Dec 31, 2002",879.80,879.40,881.90,869.50,0.05%
"Jan 02, 2003",909.00,879.80,909.00,879.80,3.32%
"Jan 03, 2003",908.60,909.00,911.20,903.10,-0.04%
"Jan 06, 2003",929.00,908.60,931.80,908.60,2.25%
"Jan 07, 2003",922.90,929.00,930.80,919.90,-0.66%
"Jan 08, 2003",909.90,922.90,922.90,908.30,-1.41%
"Jan 09, 2003",927.60,909.90,928.30,909.90,1.95%
"Jan 10, 2003",927.60,927.60,932.90,917.70,0.00%
"Jan 13, 2003",926.30,927.60,935.00,922.00,-0.14%
"Jan 14, 2003",931.70,926.30,931.70,921.70,0.58%
"Jan 15, 2003",918.20,931.70,932.60,916.70,-1.45%
"Jan 16, 2003",914.60,918.20,926.00,912.00,-0.39%
"Jan 17, 2003",901.80,914.60,914.60,899.00,-1.40%
"Jan 21, 2003",887.60,901.80,906.00,887.60,-1.57%
"Jan 22, 2003",878.40,887.60,889.70,877.60,-1.04%
"Jan 23, 2003",887.30,878.40,890.20,876.90,1.01%
"Jan 24, 2003",861.40,887.30,887.30,859.70,-2.92%
"Jan 27, 2003",847.50,861.40,864.00,844.20,-1.61%
"Jan 28, 2003",858.50,847.50,860.80,847.50,1.30%
"Jan 29, 2003",864.40,858.50,868.70,845.90,0.69%
"Jan 30, 2003",844.60,864.40,865.50,843.70,-2.29%
"Jan 31, 2003",855.70,844.60,858.30,840.30,1.31%
"Feb 03, 2003",860.30,855.70,864.60,855.70,0.54%
"Feb 04, 2003",848.20,860.30,860.30,840.20,-1.41%
"Feb 05, 2003",843.60,848.20,861.60,842.10,-0.54%
"Feb 06, 2003",838.10,843.60,844.20,833.20,-0.65%
"Feb 07, 2003",829.70,838.10,845.70,826.70,-1.00%
"Feb 10, 2003",836.00,829.70,837.20,823.50,0.76%
"Feb 11, 2003",829.20,836.00,843.00,825.10,-0.81%
"Feb 12, 2003",818.70,829.20,832.10,818.50,-1.27%
"Feb 13, 2003",817.40,818.70,821.20,806.30,-0.16%
"Feb 14, 2003",834.90,817.40,834.90,815.00,2.14%
"Feb 18, 2003",851.20,834.90,852.90,834.90,1.95%
"Feb 19, 2003",845.10,851.20,851.20,838.80,-0.72%
"Feb 20, 2003",837.10,845.10,849.40,836.60,-0.95%
"Feb 21, 2003",848.20,837.10,852.30,831.50,1.33%
"Feb 24, 2003",832.60,848.20,848.20,832.20,-1.84%
"Feb 25, 2003",838.60,832.60,839.50,818.50,0.72%
"Feb 26, 2003",827.50,838.60,840.10,826.70,-1.32%
"Feb 27, 2003",837.30,827.50,842.20,827.50,1.18%
"Feb 28, 2003",841.10,837.30,847.00,837.30,0.45%
"Mar 03, 2003",834.80,841.10,852.30,832.70,-0.75%
"Mar 04, 2003",822.00,834.80,835.40,822.00,-1.53%
"Mar 05, 2003",829.90,822.00,829.90,819.00,0.96%
"Mar 06, 2003",822.10,829.90,829.90,819.90,-0.94%
"Mar 07, 2003",828.90,822.10,829.50,811.20,0.83%
"Mar 10, 2003",807.50,828.90,828.90,806.60,-2.58%
"Mar 11, 2003",800.70,807.50,814.20,800.30,-0.84%
"Mar 12, 2003",804.20,800.70,804.20,788.90,0.44%
"Mar 13, 2003",831.90,804.20,832.00,804.20,3.44%
"Mar 14, 2003",833.30,831.90,841.40,828.30,0.17%
"Mar 17, 2003",862.80,833.30,862.80,827.20,3.54%
"Mar 18, 2003",866.50,862.80,866.90,857.40,0.43%
"Mar 19, 2003",874.00,866.50,875.00,861.20,0.87%
"Mar 20, 2003",875.70,874.00,879.60,859.00,0.19%
"Mar 21, 2003",895.80,875.80,895.90,875.80,2.30%
"Mar 24, 2003",864.20,895.80,895.80,862.00,-3.53%
"Mar 25, 2003",874.70,864.20,879.90,862.60,1.21%
"Mar 26, 2003",870.00,874.70,875.80,866.50,-0.54%
"Mar 27, 2003",868.50,870.00,874.10,858.10,-0.17%
"Mar 28, 2003",863.50,868.50,869.90,860.80,-0.58%
"Mar 31, 2003",848.20,863.50,863.50,843.70,-1.77%
"Apr 01, 2003",858.50,848.20,861.30,847.90,1.21%
"Apr 02, 2003",880.90,858.50,884.60,858.50,2.61%
"Apr 03, 2003",876.50,880.90,885.90,876.10,-0.50%
"Apr 04, 2003",878.90,876.50,882.70,874.20,0.27%
"Apr 07, 2003",879.90,878.90,904.90,878.90,0.11%
"Apr 08, 2003",878.30,879.90,883.10,874.70,-0.18%
"Apr 09, 2003",866.00,878.30,887.40,865.70,-1.40%
"Apr 10, 2003",871.60,866.00,871.80,862.80,0.65%
"Apr 11, 2003",868.30,871.60,883.30,865.90,-0.38%
"Apr 14, 2003",885.20,868.30,885.30,868.30,1.95%
"Apr 15, 2003",890.80,885.20,891.30,881.90,0.63%
"Apr 16, 2003",879.90,890.80,896.80,877.90,-1.22%
"Apr 17, 2003",893.60,879.90,893.80,879.20,1.56%
"Apr 21, 2003",892.00,893.60,898.00,888.20,-0.18%
"Apr 22, 2003",911.40,892.00,911.70,886.70,2.17%
"Apr 23, 2003",919.00,911.40,919.70,909.90,0.83%
"Apr 24, 2003",911.40,919.00,919.00,906.70,-0.83%
"Apr 25, 2003",898.80,911.40,911.40,897.50,-1.38%
"Apr 28, 2003",914.80,898.80,918.10,898.80,1.78%
"Apr 29, 2003",917.80,914.80,924.20,911.10,0.33%
"Apr 30, 2003",916.90,917.80,922.00,911.70,-0.10%
"May 01, 2003",916.30,916.90,919.70,902.80,-0.07%
"May 02, 2003",930.10,916.30,930.60,912.40,1.51%
"May 05, 2003",926.50,930.10,933.90,924.50,-0.39%
"May 06, 2003",934.40,926.50,939.60,926.40,0.85%
"May 07, 2003",929.60,934.40,937.20,926.40,-0.51%
"May 08, 2003",920.30,929.60,929.60,919.70,-1.00%
"May 09, 2003",933.40,920.30,933.80,920.30,1.42%
"May 12, 2003",945.10,933.40,946.80,929.30,1.25%
"May 13, 2003",942.30,945.10,947.50,938.90,-0.30%
"May 14, 2003",939.30,942.30,947.30,935.20,-0.32%
"May 15, 2003",946.70,939.30,948.20,938.80,0.79%
"May 16, 2003",944.30,943.60,948.60,938.60,-0.25%
"May 19, 2003",920.80,944.30,944.30,920.20,-2.49%
"May 20, 2003",919.70,920.80,925.30,912.00,-0.12%
"May 21, 2003",923.40,919.70,923.90,914.90,0.40%
"May 22, 2003",931.90,923.40,935.30,922.50,0.92%
"May 23, 2003",933.20,931.90,935.20,927.40,0.14%
"May 27, 2003",951.50,933.20,952.80,927.30,1.96%
"May 28, 2003",953.20,951.50,959.40,950.10,0.18%
"May 29, 2003",949.60,953.20,962.10,946.20,-0.38%
"May 30, 2003",963.60,949.60,965.40,949.60,1.47%
"Jun 02, 2003",967.00,963.60,979.10,963.60,0.35%
"Jun 03, 2003",971.60,967.00,973.00,964.50,0.48%
"Jun 04, 2003",986.20,971.60,987.90,970.70,1.50%
"Jun 05, 2003",990.10,986.20,990.10,978.10,0.40%
"Jun 06, 2003",987.80,990.10,1007.70,986.00,-0.23%
"Jun 09, 2003",975.90,987.80,987.80,972.60,-1.20%
"Jun 10, 2003",984.80,975.90,984.80,975.90,0.91%
"Jun 11, 2003",997.50,984.80,997.50,981.60,1.29%
"Jun 12, 2003",998.50,997.50,1002.70,991.30,0.10%
"Jun 13, 2003",988.60,998.50,1000.90,984.30,-0.99%
"Jun 16, 2003",1010.70,988.60,1010.90,988.60,2.24%
"Jun 17, 2003",1011.70,1010.70,1015.30,1007.00,0.10%
"Jun 18, 2003",1010.10,1011.70,1015.10,1004.60,-0.16%
"Jun 19, 2003",994.70,1010.10,1011.20,993.10,-1.52%
"Jun 20, 2003",995.70,994.70,1002.10,993.40,0.10%
"Jun 23, 2003",981.60,995.70,995.70,977.40,-1.42%
"Jun 24, 2003",983.50,981.60,987.80,979.10,0.19%
"Jun 25, 2003",975.30,983.50,991.60,974.90,-0.83%
"Jun 26, 2003",985.80,975.30,986.50,973.80,1.08%
"Jun 27, 2003",976.20,985.80,988.90,974.30,-0.97%
"Jun 30, 2003",974.50,976.20,983.60,973.60,-0.17%
"Jul 01, 2003",982.30,974.50,983.30,962.10,0.80%
"Jul 02, 2003",993.80,982.30,993.80,982.30,1.17%
"Jul 03, 2003",985.70,993.80,995.00,983.30,-0.82%
